"Ritz Restaurant","Ekaterina...","5","0000-00-00","34","31","12","63"
"Ritz Restaurant","Katarzyna...","5","0000-00-00","16","9","19","64"
"Ritz Restaurant","ceccypia","5","0000-00-00","75","43","26","65"
"Ritz Restaurant","Jenny T","5","0000-00-00","2","0","0","66"
"Ritz Restaurant","irka712","3","0000-00-00","1","0","3","67"
"Ritz Restaurant","Jaroslaw...","5","0000-00-00","18","10","7","68"
"Ritz Restaurant","Wouter B","5","0000-00-00","3","0","6","69"
"Ritz Restaurant","Emilia T","5","0000-00-00","6","0","5","70"
"Ritz Restaurant","agnieszka...","5","0000-00-00","32","25","15","71"
"Ritz Restaurant","Oddleif N","5","0000-00-00","12","7","7","72"
"Ritz Restaurant","Kyrre B","5","0000-00-00","3","3","3","73"
"Ritz Restaurant","Christine...","5","0000-00-00","2","0","4","74"
"Ritz Restaurant","Pawe Z","5","0000-00-00","1","0","3","75"
"Ritz Restaurant","Waldemar...","5","0000-00-00","5","5","9","76"
"Ritz Restaurant","torelars","5","0000-00-00","8","7","1","77"
"Ritz Restaurant","wenchekal...","5","0000-00-00","2","0","2","78"
"Ritz Restaurant","sokrates0...","5","0000-00-00","24","13","15","79"
"Ritz Restaurant","Tatiana S","5","0000-00-00","1","0","4","80"
"Ritz Restaurant","Zofia S","3","0000-00-00","20","14","15","81"
"Ritz Restaurant","Beata B","5","0000-00-00","17","6","4","82"
"Ritz Restaurant","claudiak5...","5","0000-00-00","1","0","2","83"
"Ritz Restaurant","_Vol_84","5","0000-00-00","41","23","4","84"
"Ritz Restaurant","AnnaT63","4","0000-00-00","35","9","21","85"
"Ritz Restaurant","jymand","3","0000-00-00","7","5","3","86"
"Ritz Restaurant","7voyageur...","4","0000-00-00","13","12","6","87"
"Ritz Restaurant","Sarelka","3","0000-00-00","18","9","8","88"
"Ritz Restaurant","Arnfrid50...","5","0000-00-00","8","5","0","89"
"Ritz Restaurant","Janie V","5","0000-00-00","8","8","3","90"
"Ritz Restaurant","Carlo C","4","0000-00-00","97","73","52","91"
"Ritz Restaurant","Thanh Bin...","5","0000-00-00","1","0","2","92"
"Ritz Restaurant","LucasioLu...","4","0000-00-00","10","6","4","93"
"Ritz Restaurant","Aleksandr...","5","0000-00-00","2","0","0","94"
"Ritz Restaurant","Frank G","5","0000-00-00","2","0","0","95"
"Ritz Restaurant","Andy9484","5","0000-00-00","4","3","1","96"
"Ritz Restaurant","Marek P","3","0000-00-00","14","3","10","97"
"Ritz Restaurant","Piotr R","4","0000-00-00","1","0","2","98"
"Ritz Restaurant","Dieter K","1","0000-00-00","2","0","2","99"
"Ritz Restaurant","Rosman23","5","0000-00-00","10","8","16","100"
"Ritz Restaurant","Aneta N","5","0000-00-00","2","0","3","101"
"Ritz Restaurant","Adam Z","5","0000-00-00","2","0","0","102"
"Ritz Restaurant","Gosia P","5","0000-00-00","1","0","0","103"
"Ritz Restaurant","Mateusz J","5","0000-00-00","9","8","4","104"
"Ritz Restaurant","Agnieszka...","5","0000-00-00","3","0","1","105"
"Ritz Restaurant","Trine T","5","0000-00-00","2","0","0","106"
"Ritz Restaurant","Lidia K","5","0000-00-00","2","0","0","107"
"Ritz Restaurant","Adam C","5","0000-00-00","8","5","8","108"
"Ritz Restaurant","Rafal S","5","0000-00-00","1","0","1","109"
"Ritz Restaurant","Mateusz L","5","0000-00-00","1","0","1","110"
"Ritz Restaurant","Boguslaw...","5","0000-00-00","11","6","3","111"
"Ritz Restaurant","krosno12","5","0000-00-00","4","0","4","112"
"Ritz Restaurant","ukasz Z","5","0000-00-00","3","3","3","113"
"Ritz Restaurant","ulla0309","5","0000-00-00","1","0","0","114"
"Ritz Restaurant","Lech W","5","0000-00-00","2","0","2","115"
"Ritz Restaurant","Pawe G","4","0000-00-00","1","0","1","116"
"Ritz Restaurant","Aleksande...","5","0000-00-00","4","3","3","117"
"Ritz Restaurant","JacekGd84","5","0000-00-00","1","0","2","118"
"Ritz Restaurant","Azja505","5","0000-00-00","1","0","1","119"
"Ritz Restaurant","biszek76","5","0000-00-00","2","0","4","120"
"Ritz Restaurant","Valeduck","5","0000-00-00","12","6","4","121"
"Ritz Restaurant","Izabela19...","5","0000-00-00","12","12","2","122"
"Ritz Restaurant","Mariusz P","5","0000-00-00","1","0","0","123"
"Ritz Restaurant","Arne J","5","0000-00-00","15","8","7","124"
"Ritz Restaurant","ola a","5","0000-00-00","1","0","2","125"
"Ritz Restaurant","Weronika...","5","0000-00-00","1","0","1","126"
"Ritz Restaurant","Wojciech...","5","0000-00-00","302","177","160","127"
"Ritz Restaurant","jasiek111...","5","0000-00-00","95","56","22","128"
"Ritz Restaurant","Krzysztof...","5","0000-00-00","1","0","1","129"
"Ritz Restaurant","Wojciech...","5","0000-00-00","5","5","5","130"
"Ritz Restaurant","Beata B","5","0000-00-00","12","7","6","131"
"Ritz Restaurant","Globtrote...","5","0000-00-00","11","7","6","132"
"Ritz Restaurant","klarakota","5","0000-00-00","17","12","13","133"
"Ritz Restaurant","polomka","5","0000-00-00","10","9","3","134"
"Ritz Restaurant","Piotr C","5","0000-00-00","1","0","3","135"
"Ritz Restaurant","mireklh","5","0000-00-00","2","0","4","136"
"Ritz Restaurant","Anita T","5","0000-00-00","2","0","3","137"
"Ritz Restaurant","115riker","5","0000-00-00","2","0","3","138"
"Ritz Restaurant","Bart S","2","0000-00-00","2","0","7","139"
"Ritz Restaurant","Arkadius...","5","0000-00-00","1","0","3","140"
"Ritz Restaurant","Daniel B","5","0000-00-00","7","6","4","141"
"Ritz Restaurant","cleopathr...","3","0000-00-00","37","13","60","142"
"Prologue Restaurant & Bar","K143A","5","0000-00-00","31","25","15","143"
"Prologue Restaurant & Bar","Maddawg01","5","0000-00-00","59","19","25","144"
"Prologue Restaurant & Bar","Rose N","5","0000-00-00","5","4","2","145"
"Prologue Restaurant & Bar","irishediger","5","0000-00-00","2","0","1","146"
"Prologue Restaurant & Bar","eri_spelo","5","0000-00-00","2","0","1","147"
"Prologue Restaurant & Bar","Michael P","3","0000-00-00","44","23","48","148"
"Prologue Restaurant & Bar","Tori K","5","0000-00-00","67","51","46","149"
"Prologue Restaurant & Bar","malcjones","4","0000-00-00","12","4","25","150"
"Prologue Restaurant & Bar","Unni S","4","0000-00-00","2","0","3","151"
"Prologue Restaurant & Bar","Nadia S","5","0000-00-00","1","0","4","152"
"Prologue Restaurant & Bar","Thomas M","3","0000-00-00","3","0","2","153"
"Prologue Restaurant & Bar","Leopold67","5","0000-00-00","18","13","9","154"
"Prologue Restaurant & Bar","Mabe31","5","0000-00-00","1","0","3","155"
"Prologue Restaurant & Bar","CarolineFryer","5","0000-00-00","3","3","4","156"
"Prologue Restaurant & Bar","Kristian N","3","0000-00-00","1","0","4","157"
"Prologue Restaurant & Bar","anniekdebakker","5","0000-00-00","8","7","3","158"
"Prologue Restaurant & Bar","Sascha S","5","0000-00-00","2","0","3","159"
"Prologue Restaurant & Bar","tony w","5","0000-00-00","56","33","28","160"
"Prologue Restaurant & Bar","Geophysicsman","4","0000-00-00","28","17","11","161"
"Prologue Restaurant & Bar","Taylordiva","5","0000-00-00","12","8","7","162"
"Prologue Restaurant & Bar","Pine07","5","0000-00-00","183","60","55","163"
"Prologue Restaurant & Bar","759quintend","4","0000-00-00","1","0","2","164"
"Prologue Restaurant & Bar","Tiina P","5","0000-00-00","1","0","1","165"
"Prologue Restaurant & Bar","jojimbo","5","0000-00-00","182","95","101","166"
"Prologue Restaurant & Bar","telali2","5","0000-00-00","90","51","60","167"
"Prologue Restaurant & Bar","Tony L","5","0000-00-00","1","0","0","168"
"Prologue Restaurant & Bar","Alice E","5","0000-00-00","7","4","7","169"
"Prologue Restaurant & Bar","Jakub P","3","0000-00-00","7","7","15","170"
"Prologue Restaurant & Bar","smarsman","4","0000-00-00","103","72","81","171"
"Prologue Restaurant & Bar","PlasmaMedia P","5","0000-00-00","1","0","1","172"
"Prologue Restaurant & Bar","SuusjeEindhoven","5","0000-00-00","11","4","5","173"
"Prologue Restaurant & Bar","elkabelka","4","0000-00-00","173","105","106","174"
"Prologue Restaurant & Bar","Mikko T","4","0000-00-00","18","16","4","175"
"Prologue Restaurant & Bar","designminkey","5","0000-00-00","73","36","35","176"
"Prologue Restaurant & Bar","petervandenbroek2014","5","0000-00-00","10","7","2","177"
"Prologue Restaurant & Bar","Jimmi_DK","5","0000-00-00","20","15","23","178"
"Prologue Restaurant & Bar","Aaron H","5","0000-00-00","1","0","2","179"
"Prologue Restaurant & Bar","BIBW","5","0000-00-00","23","10","7","180"
"Prologue Restaurant & Bar","Claire F","5","0000-00-00","2","0","6","181"
"Prologue Restaurant & Bar","beckyrolph","5","0000-00-00","3","0","4","182"
"Prologue Restaurant & Bar","Emil91h","5","0000-00-00","2","0","0","183"
"Prologue Restaurant & Bar","Marco T","5","0000-00-00","33","25","53","184"
"Prologue Restaurant & Bar","nuriapimp...","5","0000-00-00","77","49","56","185"
"Prologue Restaurant & Bar","Emma J","5","0000-00-00","3","3","1","186"
"Prologue Restaurant & Bar","Jerzy A","3","0000-00-00","13","12","5","187"
"Prologue Restaurant & Bar","z z","4","0000-00-00","17","12","6","188"
"Prologue Restaurant & Bar","Tina A","4","0000-00-00","6","3","1","189"
"Prologue Restaurant & Bar","Agnieszka...","5","0000-00-00","3","0","1","190"
"Prologue Restaurant & Bar","Angielika...","5","0000-00-00","1","0","0","191"
"Prologue Restaurant & Bar","Ewa Z","5","0000-00-00","1","0","0","192"
"Prologue Restaurant & Bar","Elisabeth...","4","0000-00-00","4","3","6","193"
"Prologue Restaurant & Bar","Morten L","5","0000-00-00","1","0","1","194"
"Prologue Restaurant & Bar","ukasz L","5","0000-00-00","2","0","1","195"
"Prologue Restaurant & Bar","lallabenn...","5","0000-00-00","9","6","3","196"
"Prologue Restaurant & Bar","Trine F","5","0000-00-00","5","3","2","197"
"Prologue Restaurant & Bar","jhq-4370","5","0000-00-00","1","0","1","198"
"Prologue Restaurant & Bar","mosto78","5","0000-00-00","1","0","0","199"
"Prologue Restaurant & Bar","arnteivin...","5","0000-00-00","8","7","2","200"
"Prologue Restaurant & Bar","2Luigi","5","0000-00-00","18","13","6","201"
"Prologue Restaurant & Bar","Ma R","5","0000-00-00","34","18","16","202"
"Prologue Restaurant & Bar","Kristoffe...","5","0000-00-00","7","4","5","203"
"Prologue Restaurant & Bar","PureAs","5","0000-00-00","1","0","3","204"
"Prologue Restaurant & Bar","Pieprzowy","4","0000-00-00","28","7","31","205"
"Prologue Restaurant & Bar","anna_glow...","1","0000-00-00","8","8","20","206"
"Prologue Restaurant & Bar","Monika O","5","0000-00-00","14","12","4","207"
"Prologue Restaurant & Bar","Pawe M","4","0000-00-00","3","3","1","208"
"Prologue Restaurant & Bar","Benedicte...","5","0000-00-00","1","0","1","209"
"Prologue Restaurant & Bar","Trude T","5","0000-00-00","1","0","1","210"
"Prologue Restaurant & Bar","Pawe W","5","0000-00-00","3","0","1","211"
"Prologue Restaurant & Bar","Krzysztof...","3","0000-00-00","33","11","15","212"
"Prologue Restaurant & Bar","D B","5","0000-00-00","1","0","1","213"
"Prologue Restaurant & Bar","Juanjo M","4","0000-00-00","6","5","1","214"
"Prologue Restaurant & Bar","Oda111","5","0000-00-00","11","6","2","215"
"Prologue Restaurant & Bar","Heidi J","5","0000-00-00","1","0","1","216"
"Prologue Restaurant & Bar","Hannes D","5","0000-00-00","1","0","1","217"
"Prologue Restaurant & Bar","Christine...","5","0000-00-00","2","0","4","218"
"Prologue Restaurant & Bar","gwaram","3","0000-00-00","10","10","7","219"
"Prologue Restaurant & Bar","Marc a","5","0000-00-00","1","0","0","220"
"Prologue Restaurant & Bar","GKonovale...","4","0000-00-00","179","62","105","221"
"Prologue Restaurant & Bar","pumse","5","0000-00-00","1","0","0","222"
"Prologue Restaurant & Bar","Lars B","5","0000-00-00","13","12","2","223"
"Prologue Restaurant & Bar","Anna S","5","0000-00-00","17","15","12","224"
"Prologue Restaurant & Bar","Sandra G","5","0000-00-00","4","3","2","225"
"Prologue Restaurant & Bar","parzy k","5","0000-00-00","5","4","2","226"
"Prologue Restaurant & Bar","Geir S","5","0000-00-00","5","5","2","227"
"Prologue Restaurant & Bar","Stanisaw...","5","0000-00-00","1","0","3","228"
"Prologue Restaurant & Bar","Zofia S","5","0000-00-00","20","14","15","229"
"Prologue Restaurant & Bar","MEZZE Syl...","5","0000-00-00","1","0","2","230"
"Prologue Restaurant & Bar","Barsow S","5","0000-00-00","8","5","2","231"
"Prologue Restaurant & Bar","tove134","5","0000-00-00","1","0","2","232"
"Prologue Restaurant & Bar","Piotr M","5","0000-00-00","1","0","2","233"
"Prologue Restaurant & Bar","Agata C","5","0000-00-00","1","0","2","234"
"Prologue Restaurant & Bar","Peter W","5","0000-00-00","4","4","5","235"
"Prologue Restaurant & Bar","Gosia S","5","0000-00-00","1","0","4","236"
"Prologue Restaurant & Bar","NazwaNieM...","5","0000-00-00","5","5","3","237"
"Prologue Restaurant & Bar","Atle L","5","0000-00-00","1","0","3","238"
"Prologue Restaurant & Bar","blossbook...","5","0000-00-00","4","3","5","239"
"Pierogarnia Mandu","Jakub P","3","0000-00-00","7","7","15","240"
"Pierogarnia Mandu","Wout V","5","0000-00-00","27","11","4","241"
"Pierogarnia Mandu","EboracumYork","5","0000-00-00","198","129","96","242"
"Pierogarnia Mandu","Artur G","4","0000-00-00","19","8","9","243"
"Pierogarnia Mandu","anniekdebakker","3","0000-00-00","8","7","3","244"
"Pierogarnia Mandu","WKNDWa","5","0000-00-00","30","6","2","245"
"Pierogarnia Mandu","Celestine89","5","0000-00-00","35","16","12","246"
"Pierogarnia Mandu","telali2","5","0000-00-00","90","51","60","247"
"Pierogarnia Mandu","reichski","4","0000-00-00","9","6","2","248"
"Pierogarnia Mandu","Chista N","5","0000-00-00","72","32","66","249"
"Pierogarnia Mandu","lynnhurley","3","0000-00-00","45","15","19","250"
"Pierogarnia Mandu","Stephen B","4","0000-00-00","23","12","6","251"
"Pierogarnia Mandu","reisefantomet","4","0000-00-00","10","5","2","252"
"Pierogarnia Mandu","Fielina1234","5","0000-00-00","10","8","0","253"
"Pierogarnia Mandu","elkabelka","4","0000-00-00","173","105","106","254"
"Pierogarnia Mandu","Maurice w","5","0000-00-00","4","4","3","255"
"Pierogarnia Mandu","Alice L","5","0000-00-00","18","13","2","256"
"Pierogarnia Mandu","Reneta N","5","0000-00-00","4","3","1","257"
"Pierogarnia Mandu","Iirme","5","0000-00-00","1","0","0","258"
"Pierogarnia Mandu","Justyna K","5","0000-00-00","16","12","1","259"
"Pierogarnia Mandu","Al H","5","0000-00-00","3","0","1","260"
"Pierogarnia Mandu","Piotr K","5","0000-00-00","5","0","2","261"
"Pierogarnia Mandu","artsta","4","0000-00-00","17","9","9","262"
"Pierogarnia Mandu","Andreea_C_Hristu","2","0000-00-00","18","9","6","263"
"Pierogarnia Mandu","Paul S","5","0000-00-00","5","4","4","264"
"Pierogarnia Mandu","DanimalBWI","4","0000-00-00","59","52","27","265"
"Pierogarnia Mandu","0","5","0000-00-00","0","0","0","266"
"Pierogarnia Mandu","Jose G","5","0000-00-00","3","3","1","267"
"Pierogarnia Mandu","Stein S","5","0000-00-00","11","9","2","268"
"Pierogarnia Mandu","Natalie C","5","0000-00-00","14","7","1","269"
"Pierogarnia Mandu","Nadia X","5","0000-00-00","39","16","15","270"
"Pierogarnia Mandu","29fabbe29 .","3","0000-00-00","2","0","0","271"
"Pierogarnia Mandu","De K","5","0000-00-00","16","7","7","272"
"Pierogarnia Mandu","krysti2014","5","0000-00-00","6","4","2","273"
"Pierogarnia Mandu","thuy t","5","0000-00-00","2","0","1","274"
"Pierogarnia Mandu","Tapio31","3","0000-00-00","31","16","3","275"
"Pierogarnia Mandu","Ewa W","3","0000-00-00","10","8","5","276"
"Pierogarnia Mandu","Domi N","5","0000-00-00","8","6","4","277"
"Pierogarnia Mandu","Mateusz K","4","0000-00-00","39","25","4","278"
"Pierogarnia Mandu","Jacek-Tomasz","4","0000-00-00","8","5","3","279"
"Pierogarnia Mandu","Kefah A","5","0000-00-00","22","11","5","280"
"Pierogarnia Mandu","TimTimTim87","5","0000-00-00","4","4","1","281"
"Pierogarnia Mandu","Aykut I","5","0000-00-00","1","0","0","282"
"Pierogarnia Mandu","jujitsu77","4","0000-00-00","360","335","188","283"
"Pierogarnia Mandu","Zeke D","5","0000-00-00","11","4","5","284"
"Pierogarnia Mandu","Noz1","5","0000-00-00","7","6","9","285"
"Pierogarnia Mandu","Agata O","3","0000-00-00","3","3","1","286"
"Pierogarnia Mandu","nmitsides1","4","0000-00-00","91","62","54","287"
"Pierogarnia Mandu","marcowy","4","0000-00-00","28","17","2","288"
"Pierogarnia Mandu","PiratesOf K","5","0000-00-00","1","0","0","289"
"Pierogarnia Mandu","Alicja M","4","0000-00-00","15","13","6","290"
"Pierogarnia Mandu","pawel_hbg","4","0000-00-00","403","120","349","291"
"Pierogarnia Mandu","lordfarquart","5","0000-00-00","2","0","4","292"
"Pierogarnia Mandu","Amy S","4","0000-00-00","24","12","9","293"
"Pierogarnia Mandu","Ch-Henry","5","0000-00-00","130","47","54","294"
"Pierogarnia Mandu","Ivana P","5","0000-00-00","2","0","0","295"
"Pierogarnia Mandu","Cara L","5","0000-00-00","12","10","5","296"
"Pierogarnia Mandu","shirleyandroman","4","0000-00-00","2","0","0","297"
"Pierogarnia Mandu","garybasing","5","0000-00-00","32","13","10","298"
"Pierogarnia Mandu","Oktawia B","5","0000-00-00","2","0","0","299"
"Pierogarnia Mandu","Kasia Z","5","0000-00-00","18","16","2","300"
"Pierogarnia Mandu","Tom H","5","0000-00-00","20","17","9","301"
"Pierogarnia Mandu","Lucy N","5","0000-00-00","6","4","6","302"
"Pierogarnia Mandu","MakaiTamas","5","0000-00-00","6","4","3","303"
"Pierogarnia Mandu","Jasia P","5","0000-00-00","5","5","1","304"
"Pierogarnia Mandu","Anssi M","4","0000-00-00","9","8","6","305"
"Pierogarnia Mandu","James M","5","0000-00-00","3","3","2","306"
"Pierogarnia Mandu","MC_657","3","0000-00-00","110","59","46","307"
"Pierogarnia Mandu","Pola G","4","0000-00-00","13","4","18","308"
"Pierogarnia Mandu","thearndt","5","0000-00-00","145","65","76","309"
"Pierogarnia Mandu","Mbator","5","0000-00-00","31","22","46","310"
"Pierogarnia Mandu","Dominik M","3","0000-00-00","221","112","68","311"
"Pierogarnia Mandu","Asia F","5","0000-00-00","1","0","0","312"
"Pierogarnia Mandu","Yasmina R","5","0000-00-00","7","3","5","313"
"Pierogarnia Mandu","FrequentFlier100","5","0000-00-00","19","6","12","314"
"Pierogarnia Mandu","JacobVanders","5","0000-00-00","2","0","2","315"
"Pierogarnia Mandu","GosiaKJ","5","0000-00-00","37","25","13","316"
"Pierogarnia Mandu","stkarcz","5","0000-00-00","38","14","10","317"
"Pierogarnia Mandu","Dominika...","5","0000-00-00","2","0","0","318"
"Pierogarnia Mandu","Dorota M","5","0000-00-00","2","0","0","319"
"Pierogarnia Mandu","Smakoszzz","4","0000-00-00","12","11","0","320"
"Pierogarnia Mandu","SeMiGa","5","0000-00-00","10","3","0","321"
"Pierogarnia Mandu","seboprzy","5","0000-00-00","4","4","0","322"
"Pierogarnia Mandu","mgr6","5","0000-00-00","18","12","2","323"
"Pierogarnia Mandu","450dr1967","5","0000-00-00","1","0","0","324"
"Pierogarnia Mandu","Magda T","5","0000-00-00","6","4","1","325"
"Pierogarnia Mandu","Daria S","5","0000-00-00","1","0","0","326"
"Pierogarnia Mandu","Jenny T","3","0000-00-00","2","0","0","327"
"Pierogarnia Mandu","bboczula","5","0000-00-00","2","0","0","328"
"Pierogarnia Mandu","Maren H","5","0000-00-00","5","3","4","329"
"Pierogarnia Mandu","JoannaGgg","5","0000-00-00","2","0","0","330"
"Pierogarnia Mandu","siemadenm...","5","0000-00-00","3","0","0","331"
"Pierogarnia Mandu","Monia70Ro...","5","0000-00-00","11","3","1","332"
"Pierogarnia Mandu","Ania_Gral...","4","0000-00-00","20","7","4","333"
"Pierogarnia Mandu","mgdansk","2","0000-00-00","2","0","0","334"
"Pierogarnia Mandu","Sycyliana","3","0000-00-00","45","21","8","335"
"Pierogarnia Mandu","pmalina6","4","0000-00-00","23","17","9","336"
"Pierogarnia Mandu","Jarek82","5","0000-00-00","13","6","19","337"
"Pierogarnia Mandu","Monika H","5","0000-00-00","11","7","0","338"
"Pierogarnia Mandu","Hans v","5","0000-00-00","7","6","1","339"
"Pierogarnia Mandu","Olga N","5","0000-00-00","5","5","2","340"
"Pierogarnia Mandu","Agnieszka...","4","0000-00-00","21","6","3","341"
"Pierogarnia Mandu","Aleksandr...","5","0000-00-00","12","12","1","342"
"Pierogarnia Mandu","Zibi J","5","0000-00-00","21","16","9","343"
"Pierogarnia Mandu","Dominika...","5","0000-00-00","3","0","6","344"
"Pierogarnia Mandu","SuperFere...","5","0000-00-00","14","12","2","345"
"Pierogarnia Mandu","kaja275","5","0000-00-00","15","14","2","346"
"Pierogarnia Mandu","Julas K","5","0000-00-00","1","0","3","347"
"Pierogarnia Mandu","Justyna W","5","0000-00-00","2","0","1","348"
"Pierogarnia Mandu","Izabela S","5","0000-00-00","5","4","0","349"
"Pierogarnia Mandu","karolkafe","5","0000-00-00","4","0","0","350"
"Pierogarnia Mandu","0","5","0000-00-00","1","0","0","351"
"Pierogarnia Mandu","Paolo N","5","0000-00-00","16","8","5","352"
"Pierogarnia Mandu","Jitka F","5","0000-00-00","8","7","0","353"
"Pierogarnia Mandu","sofieliza...","5","0000-00-00","6","6","0","354"
"Pierogarnia Mandu","nooravag","5","0000-00-00","8","5","3","355"
"Pierogarnia Mandu","SecretBlo...","5","0000-00-00","12","10","6","356"
"Pierogarnia Mandu","w0jtunio","5","0000-00-00","2","0","1","357"
"Pierogarnia Mandu","Adam K","5","0000-00-00","3","3","0","358"
"Pierogarnia Mandu","Szymon L","5","0000-00-00","18","10","4","359"
"Pierogarnia Mandu","Dorota H","5","0000-00-00","13","0","0","360"
"Pierogarnia Mandu","IzaU2013","5","0000-00-00","22","16","5","361"
"Pierogarnia Mandu","zwiatremw...","4","0000-00-00","33","16","11","362"
"Pierogarnia Mandu","Bartosz K","5","0000-00-00","6","5","1","363"
"Pierogarnia Mandu","Freeqy","5","0000-00-00","1","0","0","364"
"Pierogarnia Mandu","Jakub S","5","0000-00-00","2","0","0","365"
"Pierogarnia Mandu","david v","4","0000-00-00","8","3","1","366"
"Pierogarnia Mandu","Krzysztof...","5","0000-00-00","2","0","0","367"
"Pierogarnia Mandu","Karolina...","5","0000-00-00","2","0","0","368"
"Pierogarnia Mandu","Kasia M","4","0000-00-00","21","16","7","369"
"Pierogarnia Mandu","karolcia9...","5","0000-00-00","35","10","3","370"
"Pierogarnia Mandu","Marcin S","5","0000-00-00","7","6","3","371"
"Pierogarnia Mandu","Klaudia Z","5","0000-00-00","15","10","3","372"
"Pierogarnia Mandu","Ola T","5","0000-00-00","4","4","1","373"
"Pierogarnia Mandu","Agatanero...","2","0000-00-00","16","12","8","374"
"Pierogarnia Mandu","Pah T","3","0000-00-00","144","24","51","375"
"Pierogarnia Mandu","Damian199...","4","0000-00-00","9","8","3","376"
"Pierogarnia Mandu","Monica C","5","0000-00-00","7","3","4","377"
"Pierogarnia Mandu","juuulian","5","0000-00-00","4","3","0","378"
"Pierogarnia Mandu","StefMilan...","5","0000-00-00","154","82","74","379"
